from_stop,to_stop,departure_ts,arrival_ts,user_id
A,B,27625,27713,-5519649140413397178
A,B,27644,27715,-4841278423197637507
A,B,27644,27715,-6048405467023122243
A,B,27642,27717,5426565650457849905
A,B,27636,27717,7588373362098694483
A,B,27644,27717,-2599185447903863237
A,B,27422,27717,1719888960973372838
A,B,27638,27717,-7560648746379696959
A,B,27602,27719,-2476521128657031974
A,B,27579,27719,-2162514908538214741
A,B,27620,27721,6439368799255362494
A,B,27610,27725,-6812171356377188466
A,B,27638,27725,8691766834795748196
A,B,27608,27726,7442805848090273972
A,B,27614,27730,-8994537847397275463
B,C,27059,27732,-4152260813127078322
A,B,27644,27732,8771706842776682531
A,B,27632,27734,-1424923011480953426
A,B,27620,27734,-7783546935756774608
A,B,27629,27738,4613056156168118041
A,B,27572,27740,2494525488107499380
A,B,27634,27749,1009591537508123525
B,C,27392,27758,4563450359174206194
A,B,27630,27762,-1646906027869243397
A,B,27644,27813,1493564850682059889
B,C,27721,27825,-332954471662897319
B,C,27758,27830,3657177926457398621
B,C,27749,27830,2494525488107499380
B,C,27719,27830,-7064931385329597958
B,C,27738,27832,-4541182116725992179
B,C,27740,27834,6439058551826966628
B,C,27756,27834,-3814509369203108996
B,C,27762,27834,-2254024560214561866
B,C,27709,27834,7248951070521864326
B,C,27758,27836,262233537150076828
B,C,27766,27838,-6349290230015339253
A,C,27602,27838,-2115160438732316623
B,C,27770,27838,-6598335976957361648
B,C,27717,27838,6498686772386085963
B,C,27766,27838,5673680978472309333
B,C,27749,27838,-3597935063114054045
B,C,27756,27838,-5494821749169498169
B,C,27766,27838,-5134333728551980229
B,C,27762,27838,315891830350520247
A,C,27602,27838,1886771748567578486
B,C,27766,27838,-8015967901308824057
B,C,27736,27838,-4313364901135560347
B,C,27758,27838,-8805244277476343122
B,C,27762,27838,2136991597154263714
B,C,27766,27838,4338197739287244744
B,C,27719,27838,-2476521128657031974
B,C,27764,27838,-5951654505891361608
B,C,27734,27840,-6428996148667475765
B,C,27764,27842,6819718771294844674
B,C,27723,27842,7143901722172519235
B,C,27760,27842,-2599185447903863237
B,C,27770,27842,-6981284686426929473
B,C,27770,27842,-3738696356780350715
B,C,27832,27842,3657177926457398621
A,C,27638,27842,3085995123300212158
B,C,27740,27842,-4860451306153023796
B,C,27754,27842,2461705182181725600
B,C,27668,27844,8807716106251981728
B,C,27723,27846,-4214512967706510522
B,C,27754,27846,8771706842776682531
B,C,27842,27846,-6598335976957361648
B,C,27766,27846,8839441770238113232
B,C,27725,27846,4672287824274604485
B,C,27725,27846,-4951603609633552604
B,C,27723,27848,1432833001184434230
A,C,27565,27848,3651161575605152607
B,C,27725,27850,-6812171356377188466
B,C,27705,27850,-2797226698491294979
B,C,27846,27850,-2599185447903863237
B,C,27766,27850,4046533196332235909
B,C,27842,27852,-2254024560214561866
B,C,27842,27852,315891830350520247
B,C,27723,27854,7588373362098694483
B,C,27760,27854,7081789448656930485
B,C,27758,27854,8521795839001145475
B,C,27715,27856,-5519649140413397178
B,C,27756,27856,4664232109498636930
B,C,27762,27856,-4807420134750076383
B,C,27726,27856,7442805848090273972
B,C,27848,27856,-5951654505891361608
A,C,27644,27858,4372840255439264316
B,C,27736,27858,-7783546935756774608
B,C,27740,27858,3521235843061557474
B,C,27725,27862,8691766834795748196
B,C,27717,27862,1719888960973372838
B,C,27858,27862,8521795839001145475
A,C,27608,27864,-1601691475853232712
B,C,27742,27864,-7611935440095565052
B,C,27649,27870,-6141690977542215102
B,C,27719,27871,5426565650457849905
B,C,27764,27871,-1424923011480953426
B,C,27749,27871,1009591537508123525
B,C,27860,27873,-3597935063114054045
B,C,27868,27873,-4313364901135560347
B,C,27719,27875,-2162514908538214741
B,C,27745,27877,2363244527688923979
B,C,27697,27883,-5387185856891210932
B,C,27873,27883,-6141690977542215102
B,C,27877,27883,2461705182181725600
B,C,27736,27885,-1748257628876580531
B,C,27732,27888,-8418607312942815814
B,C,27760,27888,7840686083178231871
B,C,27762,27890,-1646906027869243397
B,C,27711,27890,1183903188654958576
A,C,27610,27892,5745044678302162553
A,C,27608,27892,-2389192287280267318
B,C,27734,27894,5145558747825539744
A,C,27620,27896,-8188544516939895422
B,C,27760,27896,4613056156168118041
B,C,27922,27924,-2416887370096421489
B,C,27926,27937,7843787420610791805
B,C,27932,27939,7878050234991744651
B,C,27939,27941,-6451259913946149411
B,C,27939,27943,-2917697730435503836
B,C,27941,27945,-9094584943497966269
B,C,27945,27948,7713087676251548525
B,C,27954,27956,8100562276599853657
A,B,27879,27962,-8403665355552513604
A,B,27902,27964,8609456184495045345
A,B,27914,27964,-8063285833561188805
A,B,27909,27966,-1135149917285008483
A,B,27909,27969,8664561538416996409
A,B,27910,27969,590152212097650308
A,B,27910,27971,-2506381679812398562
A,B,27921,27971,-1480791354168818125
A,B,27894,27971,-7152347870735466123
A,B,27914,27971,8025003543357402100
A,B,27849,27971,-64045886721999977
A,B,27914,27973,2260022302728758137
A,B,27900,27973,4927128253322142322
A,B,27915,27977,-3784072749882028543
A,B,27891,27977,578847667804600495
A,B,27855,27977,4322314184794189331
A,B,27842,27977,5439785222862350703
A,B,27909,27977,-8137415009899099568
A,B,27914,27977,4439538786370709822
A,B,27914,27979,2990482092025550883
A,B,27715,27979,-6139609306553870511
A,B,27915,27979,-1308328361944168557
A,B,27861,27981,559674175418520753
A,B,27900,27981,-8671589936424183621
A,B,27855,27983,-8546615817655592051
A,B,27914,27983,-3195140293255771254
A,B,27811,27985,-233954142584815516
A,B,27802,27985,9050805774946233799
A,B,27869,27987,1793556834856212465
A,B,27861,27987,8644305811282250908
A,B,27902,27987,5283324210621252081
A,B,27914,27989,9162669400639430355
A,B,27915,27991,-2770409540682139490
A,B,27915,27991,4584577772329588766
A,B,27900,27993,8355092970398299127
A,B,27914,27993,-6316585493828071365
A,B,27914,27995,6620491069725914441
A,B,27914,27995,-106390955326935671
A,B,27811,27995,-2682230788826475710
A,B,27692,27997,3809704800875723592
A,B,27882,28001,3559512686968926958
A,B,27905,28005,6162482764756876566
A,B,27674,28016,5161692287872400685
A,B,26830,28018,1391573021595621175
A,B,27909,28022,-8318517401485254844
A,B,27914,28024,-7659612891175052844
A,B,27912,28024,4994192984372079797
A,B,27912,28031,-7647016948133486921
A,B,27902,28038,8132758677705275480
A,B,27867,28042,-1908800856677785832
A,B,27548,28046,5088363113403828142
A,B,27897,28050,-1864217360588904669
B,C,27668,28065,1339698534935162017
B,C,28029,28108,-6382263234748776849
B,C,27993,28114,-5384312363045734705
B,C,28048,28114,-6316585493828071365
B,C,28031,28114,590152212097650308
B,C,28001,28114,3559512686968926958
B,C,28042,28114,-3784072749882028543
B,C,28040,28114,2228353010924814557
B,C,28020,28114,-7152347870735466123
B,C,28044,28116,-8729553888605278898
B,C,28013,28116,-2598572159503523434
B,C,28042,28116,5426846835225961292
B,C,27981,28116,-6139609306553870511
B,C,28042,28116,-8671589936424183621
B,C,28046,28116,-5674082869035239913
B,C,28018,28118,-1308328361944168557
B,C,28048,28118,-1480791354168818125
B,C,28048,28118,2260022302728758137
B,C,28046,28120,-8882022682304499301
B,C,28022,28120,8355092970398299127
B,C,28044,28120,6620491069725914441
B,C,28042,28120,-1939477967981361376
B,C,28046,28123,8664561538416996409
B,C,28005,28123,-1135149917285008483
B,C,28001,28123,-8036734992305084916
B,C,28044,28125,-5421874803768296176
B,C,28120,28125,-8063285833561188805
B,C,28120,28125,2228353010924814557
B,C,28007,28125,2483930352525215289
B,C,28007,28127,6650134129489822647
B,C,28005,28127,-8448946039870196326
B,C,28038,28127,6250554666207872982
B,C,28046,28129,-8560779658942020739
B,C,28118,28129,-3784072749882028543
B,C,28127,28129,-1480791354168818125
B,C,28042,28129,4584577772329588766
B,C,28129,28133,2260022302728758137
A,C,27855,28133,4305045929741445972
B,C,28131,28136,4584577772329588766
B,C,28133,28138,-6382263234748776849
B,C,28125,28138,-6316585493828071365
B,C,28129,28138,-8137415009899099568
B,C,28018,28138,1391573021595621175
A,C,27843,28142,8582561740905424954
B,C,28038,28142,8132758677705275480
B,C,27987,28144,8644305811282250908
B,C,28024,28144,-8318517401485254844
B,C,28040,28146,-7659612891175052844
B,C,28024,28146,8025003543357402100
B,C,28018,28146,2193647412699757313
A,C,27878,28148,1197286424334798567
B,C,28029,28148,7139486416973160259
B,C,28149,28151,8025003543357402100
B,C,28005,28153,2161878883687898623
B,C,28048,28153,-106390955326935671
B,C,28031,28153,-7647016948133486921
B,C,27989,28153,-5829958550494790639
B,C,28033,28153,4994192984372079797
B,C,28031,28155,-64045886721999977
A,C,27831,28155,4260648900794438641
B,C,28031,28159,-1972454602379151254
B,C,28153,28161,-1135149917285008483
B,C,28029,28163,6162482764756876566
B,C,27981,28166,7437873184912215243
B,C,28046,28166,7183529017774499998
B,C,27991,28168,-8282648218269770234
B,C,28040,28170,5161692287872400685
A,C,27855,28170,7017607924331074745
B,C,27999,28172,8355076970280298966
B,C,28042,28176,-1908800856677785832
B,C,27937,28179,5769425435118997666
B,C,28052,28185,8740178405082919726
B,C,28052,28187,-1864217360588904669
B,C,28127,28187,8664561538416996409
A,C,27915,28189,2826207027861939264
B,C,28185,28198,-7659612891175052844
B,C,28224,28226,-7204196180467132986
B,C,28234,28236,-252623248008803381
B,C,28230,28240,8725768728301993043
B,C,28238,28243,3261750659863258930
B,C,28240,28247,-252623248008803381
B,C,28247,28249,-6784289045528964753
B,C,28245,28249,8608435485550051816
B,C,28254,28258,4333291009149287833
B,C,28234,28260,-5243745405910432021
B,C,28245,28271,4145424796008275373
A,B,28171,28288,7587207348209237572
A,B,28189,28288,9221299781615973854
A,B,28233,28290,-551755485036053427
A,B,28228,28292,3219963780252638889
A,B,28233,28292,-4996841502717208883
A,B,28233,28292,4493664257561023258
A,B,28233,28292,-1511958463596791793
A,B,28238,28292,1307578973496535922
A,B,28233,28292,-7099776086608639659
A,B,28233,28294,4943392892102925190
A,B,28231,28294,2818941893252897603
A,B,28237,28294,-5769902024776531086
A,B,28238,28296,1051847787140429443
A,B,28215,28296,7286125671432975001
A,B,28209,28296,-5241031697035945934
A,B,28158,28296,2880212566830903836
A,B,28239,28296,4906531512164299062
A,B,28233,28296,-3090021166047397172
A,B,28176,28298,2144258618651995239
A,B,28167,28298,-1901105886496841968
A,B,28218,28298,4913311819910301234
A,B,28238,28298,7331229643856890365
A,B,28231,28300,2414449482485618183
A,B,28233,28300,-2469506341351530489
A,B,28198,28300,471469375305954162
A,B,28185,28300,-2988689530079740189
A,B,28209,28300,8222689507518347764
A,B,28235,28300,-5581133512886233277
A,B,28003,28300,4040453914207854127
A,B,28232,28300,-3738827268045493602
A,B,28233,28300,2434414333486287161
A,B,28233,28300,-978511201589696811
A,B,28240,28302,6305566082536057644
A,B,28233,28302,-1403104259612049357
A,B,28167,28302,-5253489652800545244
A,B,28237,28302,-7403454622085876962
A,B,28233,28304,8594344136948953145
A,B,28003,28304,-1797134177256806392
A,B,28177,28304,-6974649391093920522
A,B,28232,28304,-6411433909468126647
A,B,28238,28307,2439264305533022877
A,B,28239,28307,5329631721897637507
A,B,28179,28307,1365906883496627390
A,B,28233,28307,-2609759869913343736
A,B,28146,28309,-1670097305668027453
A,B,28197,28309,2895874957189511105
A,B,28220,28309,-1148795459691160088
A,B,28231,28311,-8074502303726824496
A,B,28239,28311,-813350831249670243
A,B,28191,28311,-7962532564632339713
A,B,27955,28314,-5909828964226416891
A,B,28211,28316,7478861823184302738
A,B,28241,28316,1493643851175060535
A,B,28223,28316,-244179237560064908
A,B,28197,28316,3191711405211016163
A,B,28237,28316,-3936470773064022764
A,B,28215,28316,8271243762742825720
A,B,28202,28316,-9096177482240852056
A,B,28239,28322,5392622723526874867
A,B,28224,28324,7594886921881873106
A,B,28228,28324,2194872936777507581
A,B,28207,28324,2132387595296050351
A,B,28198,28326,-3507282142825444587
A,B,28234,28326,-634024449468727143
A,B,28230,28326,-8440716334134056196
A,B,28237,28326,8839528625266843231
A,C,27369,28328,-4869249786461042200
A,B,28228,28328,-8933197286027750035
A,B,28210,28330,-7856631848810057414
B,C,28011,28330,2369551435502546015
A,B,28238,28335,8541205213778897555
A,B,28221,28335,5687458087783713915
A,B,28218,28337,3955078529723965249
A,B,28238,28339,858789525304658654
A,B,28179,28339,-4558072307114971458
A,B,28202,28343,-5517010406865866534
A,B,28227,28343,498395938347980155
A,B,28228,28347,-293545434265713998
B,C,28302,28416,-978511201589696811
B,C,28330,28416,-3090021166047397172
A,C,28232,28418,-5482959468646906994
B,C,28345,28418,4242281532617900156
B,C,28351,28418,-2282632218362770491
B,C,28359,28420,4906531512164299062
B,C,28351,28420,5687458087783713915
B,C,28351,28420,-3138221224723468988
A,C,28232,28420,7229033215570680914
B,C,28337,28420,-7099776086608639659
B,C,28351,28420,2414449482485618183
B,C,28343,28420,-4729417465101176520
B,C,28347,28420,1830368204094892338
B,C,28343,28420,5442352772974516370
B,C,28304,28420,9221299781615973854
B,C,28347,28420,2434414333486287161
B,C,28347,28425,8541205213778897555
B,C,28343,28425,1656039490519670628
B,C,28339,28425,-1634685060094574877
B,C,28302,28425,-3738827268045493602
B,C,28294,28425,6949984648292003723
B,C,28298,28425,-5379511429338396961
B,C,28324,28425,-7403454622085876962
B,C,28343,28425,-7331312615169093878
B,C,28343,28425,4493664257561023258
B,C,28351,28425,3219963780252638889
B,C,28330,28425,8222689507518347764
B,C,28351,28425,-5553561409737888633
B,C,28213,28425,2625985654895346395
B,C,28355,28425,-8440716334134056196
B,C,28349,28425,-6411433909468126647
B,C,28351,28425,-2988689530079740189
B,C,28355,28425,4325816237047805437
B,C,28347,28427,-8497336483976018337
B,C,28343,28427,2381455767569473339
B,C,28343,28427,-7856631848810057414
B,C,28351,28427,-1797134177256806392
B,C,28330,28427,-4000858329494610106
B,C,28355,28429,1341614453775122256
B,C,28302,28429,471469375305954162
B,C,28351,28429,-5581133512886233277
B,C,28337,28429,-5769902024776531086
A,C,28237,28429,-5829957550538790674
B,C,28298,28429,2880212566830903836
B,C,28318,28429,8271243762742825720
B,C,28351,28429,2439264305533022877
B,C,28347,28429,-293545434265713998
A,C,28160,28429,-6271191958030645425
B,C,28309,28429,2895874957189511105
B,C,28347,28431,-813350831249670243
B,C,28351,28431,5329631721897637507
B,C,28343,28431,-551755485036053427
B,C,28296,28431,7286125671432975001
B,C,28309,28431,-1670097305668027453
B,C,28314,28431,-7962532564632339713
B,C,28347,28431,1051847787140429443
B,C,28347,28431,8594344136948953145
B,C,28347,28431,2031769444005767534
B,C,28355,28431,606562238883234938
B,C,28322,28431,4913311819910301234
B,C,28351,28433,2967849574232996283
A,C,28237,28433,9203968916575040919
B,C,28347,28433,7478861823184302738
A,C,27860,28433,7434598049211836280
B,C,28351,28436,-3936470773064022764
B,C,28347,28436,-1511958463596791793
B,C,28429,28436,9221299781615973854
B,C,28324,28438,5942472063752824167
B,C,28345,28438,4943392892102925190
B,C,28318,28438,3191711405211016163
B,C,28300,28438,97356330351386522
B,C,28357,28440,6305566082536057644
B,C,28322,28440,227174613353353643
B,C,28347,28440,-6271191957919645140
B,C,28351,28440,3744281279501227979
B,C,28351,28442,1206506925401493500
B,C,28335,28442,-3482602050417606066
B,C,28433,28442,2439264305533022877
B,C,28335,28442,-1901105886496841968
B,C,28330,28442,-2469506341351530489
B,C,28436,28444,4325816237047805437
B,C,28311,28444,2133875617117445630
B,C,28324,28444,2132387595296050351
B,C,28318,28444,-244179237560064908
B,C,28343,28444,2722481614606471456
B,C,28288,28444,-229246068036962010
B,C,28324,28444,2194872936777507581
B,C,28440,28444,1051847787140429443
B,C,28311,28444,-1148795459691160088
B,C,28433,28446,606562238883234938
B,C,28318,28446,1493643851175060535
B,C,28316,28446,-6974649391093920522
B,C,28436,28446,3219963780252638889
B,C,28345,28448,-2191163783009622541
B,C,28314,28448,8446534532611403758
B,C,28335,28450,1307578973496535922
B,C,28442,28450,8594344136948953145
B,C,28335,28453,3497573311079190204
B,C,28326,28453,-634024449468727143
A,C,28157,28455,5391298082394308653
A,C,28222,28455,8865392178433373443
B,C,28347,28455,3665275357731815164
B,C,28337,28455,-1642821525426789147
B,C,28335,28455,-9096177482240852056
B,C,28343,28455,-5956489648368684486
A,C,28233,28457,44057051930164539
B,C,28330,28457,1018216813864979437
B,C,28448,28457,-6411433909468126647
B,C,28288,28457,-4413398596081225596
B,C,28339,28457,-1403104259612049357
B,C,28339,28459,4509847473771057262
B,C,28343,28461,7594886921881873106
B,C,28457,28461,8541205213778897555
B,C,28283,28463,-1857381916970920887
B,C,28436,28463,-813350831249670243
B,C,28459,28463,-7099776086608639659
B,C,28355,28463,8713878017030854322
B,C,28347,28465,498395938347980155
B,C,28339,28465,-4558072307114971458
B,C,28245,28467,5049011044410386956
B,C,28465,28467,471469375305954162
B,C,28438,28470,-3936470773064022764
A,C,28233,28470,363275167738704270
B,C,28351,28470,-732645395579192134
B,C,28307,28470,1365906883496627390
B,C,28228,28472,7910604336281464880
B,C,28266,28474,7853103164160107577
B,C,28442,28474,4906531512164299062
B,C,28446,28474,6305566082536057644
B,C,28351,28476,-5044250019097026801
B,C,28300,28476,-2054229955208608598
B,C,28351,28478,-4130819233687372394
B,C,28357,28478,-7651145153644600778
A,B,28227,28478,-1670098305592027223
B,C,28351,28478,-7558095307282971783
B,C,28304,28481,-5241031697035945934
A,C,28233,28485,-8739060767755309818
B,C,28485,28487,8713878017030854322
B,C,28351,28487,-8074502303726824496
B,C,28490,28492,-8074502303726824496
B,C,28492,28494,-7651145153644600778
B,C,28236,28506,-7602338785487423259
B,C,28243,28518,8041690073712780342
B,C,28531,28533,4422444309869718312
B,C,28533,28535,-5331779667249503219
B,C,28533,28539,-1222857811388447119
B,C,28537,28539,-8418912542195740502
B,C,28537,28541,5546014010488584355
B,C,28063,28543,-754843641977105284
B,C,28537,28543,1373588075066864500
B,C,28541,28543,-5134872786203828254
B,C,28551,28556,2218743105148522751
B,C,28547,28556,6939085188110618714
B,C,28543,28571,2813752415053901659
A,B,28534,28586,7819715231894409760
A,B,28528,28586,7916793852850862315
A,B,28534,28588,-7752805343383039853
A,B,28540,28588,-3566210965787543809
A,B,28504,28588,1981077871106045851
A,B,28511,28590,-2075401201483552401
A,B,28528,28590,-5525488825414922833
A,B,28532,28590,5730224736726454455
A,B,28532,28590,-533263460939670342
A,B,28467,28590,-3066896073210850983
A,B,28540,28592,-9108532334488307059
A,B,28538,28592,759264982101300091
A,B,28493,28592,-23271787329190228
A,B,28534,28592,5729557102935976712
A,B,28502,28592,6715715817653879570
A,B,28534,28592,9205815505302458243
A,B,28538,28592,7026380986906554752
A,B,28528,28592,7017578787854026172
A,B,28487,28592,-6462560774463151627
A,B,28475,28592,-2768192178544744233
A,B,28534,28592,1432752000666433436
A,B,28532,28592,-6870972571128598226
A,B,28532,28592,-1207150462274675013
A,B,28534,28592,8611174040771923740
A,B,28529,28594,-2105074490098528997
A,B,28528,28594,-3147688670465006600
A,B,28534,28594,-7073795793971166139
A,B,28474,28594,3699269737501900906
A,B,28480,28597,-1114639010628151382
A,B,28523,28597,-278396386930566669
A,B,28538,28597,7177336984344751353
A,B,28520,28599,-5974686391230920593
A,B,28540,28599,5422194768468239973
A,B,28534,28599,-1692493970160408342
A,B,28534,28599,6000195898107677178
A,B,28534,28599,3021701637451668901
A,B,28528,28601,1712280375050689306
A,B,28528,28601,-1217036434685846463
A,B,28485,28601,1768955134003760779
A,B,28534,28601,1076620015200635126
A,B,28532,28601,8253388831646356586
A,B,28534,28603,-6905655100765111065
A,B,28534,28603,-3091567665608390320
A,B,28514,28603,5939228722446826726
A,B,28534,28603,5922501576357798427
A,B,28534,28605,286182973838720788
A,B,28493,28608,7903396720233916246
A,B,28544,28608,-3363766770752572250
A,B,28536,28608,9129493855915107940
A,B,28486,28610,4963444505224926822
A,B,28492,28610,3834971249714561779
A,B,28532,28614,3255320882781371905
A,B,28365,28614,-3981563656920601388
A,B,28529,28616,4073336910900919326
A,B,28498,28618,180605869507980759
A,B,28472,28620,2036113529906785001
A,B,28505,28623,3586201204371651727
A,B,28494,28623,1842284525514849892
A,B,28540,28625,6649092263672243464
A,B,28534,28629,-2509556669076268549
A,B,28497,28633,3691089283416886237
A,B,28529,28637,-3972048054941427830
A,B,28514,28639,7951790578274330621
A,B,28462,28639,-4095546624369810784
A,B,28533,28639,80813913776559932
A,B,28522,28641,-6721402560700172682
A,B,28527,28641,1661629287760346566
A,B,28498,28652,-1952908429789662125
A,B,28197,28709,-7149189625921605539
B,C,28625,28713,7819715231894409760
B,C,28612,28721,7017578787854026172
A,C,28498,28721,-8520433533371709280
B,C,28629,28721,-2139119189572744576
B,C,28650,28721,5730224736726454455
B,C,28644,28721,1712280375050689306
B,C,28644,28721,5939228722446826726
B,C,28599,28721,-1692493970160408342
B,C,28639,28721,-6870972571128598226
B,C,28654,28725,5729557102935976712
B,C,28641,28725,-5974686391230920593
B,C,28641,28725,2714726384367766833
B,C,28633,28725,5033843537581958556
B,C,28656,28725,-8574198092852064550
B,C,28603,28725,1768955134003760779
B,C,28650,28727,7026380986906554752
B,C,28612,28727,5922501576357798427
B,C,28656,28727,-3566210965787543809
B,C,28620,28727,1076620015200635126
B,C,28610,28727,-6462560774463151627
B,C,28652,28729,-9108532334488307059
B,C,28610,28729,3834971249714561779
B,C,28608,28729,2244930441145236007
B,C,28652,28729,-6645176550774922985
B,C,28514,28729,7384358536690907412
B,C,28646,28729,-3091567665608390320
B,C,28652,28729,3021701637451668901
B,C,28641,28729,-8672357564690808149
B,C,28603,28729,4274617172347697651
B,C,28610,28731,-6121895382528704067
B,C,28648,28731,-5525488825414922833
B,C,28639,28731,688909526843124746
A,C,28538,28731,7601022039320045786
B,C,28652,28731,759264982101300091
B,C,28646,28731,4073336910900919326
B,C,28623,28733,9062198460183805425
B,C,28612,28733,-23271787329190228
B,C,28608,28733,-3363766770752572250
B,C,28652,28733,-2052020671612018119
B,C,28625,28733,2696668039351622886
B,C,28652,28733,286182973838720788
B,C,28537,28733,8412749911680120767
B,C,28650,28735,4111780253990561998
B,C,28612,28735,6715715817653879570
A,C,28491,28735,797622501002294164
B,C,28625,28735,-6905655100765111065
B,C,28652,28735,-1217036434685846463
A,C,28535,28735,-7019687122976343908
B,C,28652,28737,-598569343718272939
B,C,28494,28737,6146558293972691454
B,C,28599,28737,-6952156427612445173
B,C,28575,28737,4711272396012435502
B,C,28654,28737,80813913776559932
B,C,28659,28737,-818162693772185890
B,C,28610,28739,-1207150462274675013
B,C,28661,28739,8253388831646356586
B,C,28733,28739,-6645176550774922985
B,C,28656,28739,-1450818141504316231
B,C,28729,28739,-3566210965787543809
B,C,28629,28739,-278396386930566669
B,C,28656,28741,6874482894260222991
B,C,28733,28741,5422194768468239973
B,C,28735,28741,-3091567665608390320
B,C,28650,28741,-2994742483759122078
B,C,28601,28743,4839377477015793149
B,C,28623,28743,3586201204371651727
B,C,28729,28743,7026380986906554752
B,C,28650,28743,-3147688670465006600
B,C,28650,28743,-937554390077516711
B,C,28737,28743,-2052020671612018119
B,C,28648,28743,3255320882781371905
B,C,28652,28743,7177336984344751353
B,C,28594,28743,1366998527585021333
B,C,28641,28745,-2331280615178094058
B,C,28608,28745,-166626491563880376
B,C,28661,28745,-2162485729807811906
B,C,28644,28745,-8902116481295154321
B,C,28629,28748,4397207347538241012
B,C,28625,28751,6649092263672243464
B,C,28605,28751,-7043143948144971845
B,C,28612,28754,3666739400390211829
B,C,28743,28754,-818162693772185890
B,C,28750,28754,7819715231894409760
B,C,28659,28756,3861662276679829991
B,C,28648,28756,5886572053697070794
B,C,28592,28756,-2075401201483552401
B,C,28627,28756,1842284525514849892
A,C,28534,28756,3934469263756580274
B,C,28748,28758,-2162485729807811906
B,C,28650,28758,-7752805343383039853
B,C,28745,28758,5729557102935976712
B,C,28644,28760,7951790578274330621
B,C,28612,28760,-16071430459611951
B,C,28610,28760,9205815505302458243
B,C,28644,28760,180605869507980759
B,C,28656,28762,-2556048321809191135
B,C,28652,28762,-9083476712318496505
B,C,28644,28762,-2105074490098528997
B,C,28654,28766,1661629287760346566
B,C,28610,28766,2828444576670936525
B,C,28641,28768,-4095546624369810784
A,C,28532,28768,9117897781382940944
B,C,28656,28768,5641305866058108617
B,C,28641,28768,-6235450375954624863
B,C,28650,28770,4964001914419201299
B,C,28650,28770,1432752000666433436
B,C,28641,28770,-8904986360951500397
B,C,28768,28772,3021701637451668901
B,C,28603,28774,-3380684277505858116
B,C,28387,28774,-8013897590530006332
B,C,28654,28774,-3004076996820296445
A,C,28479,28774,1243851921551809143
B,C,28633,28776,2756405268747466999
B,C,28597,28776,-1114639010628151382
A,C,28438,28781,-422663585486422298
B,C,28637,28785,6172684204668730118
A,C,28485,28785,7168220180888569469
B,C,28599,28788,-845971710630132251
B,C,28743,28788,-6870972571128598226
B,C,28748,28788,3255320882781371905
B,C,28652,28790,-5180999209981968438
B,C,28608,28790,7903396720233916246
A,C,28534,28794,-7596725226891102066
A,C,28511,28803,7151372715594968556
B,C,28560,28809,-2323948718599314766
B,C,28654,28815,-5386596620013181699
B,C,28817,28820,-3824782436815464634
B,C,28820,28822,-550553840711088581
B,C,28828,28837,-2977254339004389347
B,C,28820,28846,-1541180116841992419
A,B,29815,30094,8775661238807804405
A,B,29701,30096,7366909944707912717
A,B,30035,30096,-483244045536331368
A,B,30038,30096,3167197641515992528
A,B,30044,30099,7397156216004729504
A,B,30044,30101,6896410956111421994
A,B,30020,30101,-3880151669140004570
A,B,30047,30101,9075324483221270258
A,B,29773,30103,3197001698397303027
A,B,29981,30103,-1759897217316877948
A,B,30044,30103,-7813719559577471095
A,B,30035,30107,8004905363122477254
A,B,30035,30107,-7767387854449992186
A,B,30026,30107,1657056925812397599
A,B,30044,30109,-2592748865967425624
A,B,30044,30111,-8537685386240389428
A,B,30017,30111,4021709637447668858
A,B,30050,30111,4431523307229786385
A,B,30047,30113,-1255842027562278153
B,C,29635,30113,-2932744150030780756
A,B,30051,30113,-3114258380064736
A,B,30050,30115,-5421609985291945252
A,B,30008,30123,-2734880453659119983
B,C,28971,30126,7804915537899878102
A,B,30007,30126,-4942763838204257550
A,B,30047,30132,2918663116366510200
A,B,30053,30134,-3487265056023958845
A,B,30041,30141,-3598652160007524191
A,B,29977,30141,8355075970276298924
A,B,29959,30145,-3878672868277665535
A,B,30044,30147,3277687990966187990
A,B,30038,30156,2853922098990829027
B,C,30124,30230,8775661238807804405
B,C,30156,30230,-7767387854449992186
B,C,30164,30230,393580097974349702
B,C,30162,30232,-3598652160007524191
B,C,30136,30232,6896410956111421994
B,C,30130,30234,-5962905903390146762
B,C,30158,30234,-9003538299490636758
B,C,30105,30236,856776706871108756
A,C,29982,30236,7570971182185007086
B,C,30169,30238,-138337723322170139
B,C,30162,30238,3197001698397303027
B,C,30158,30238,4431523307229786385
B,C,30162,30238,4021709637447668858
B,C,30164,30242,3492906571428789270
B,C,30162,30242,8073003553834433061
B,C,30152,30242,8004905363122477254
B,C,30164,30242,-7813719559577471095
B,C,30171,30242,4630549926244248119
B,C,30164,30242,-8537685386240389428
B,C,30166,30242,-2592748865967425624
B,C,30162,30244,-2054306793136007246
B,C,30169,30244,7177336984334751328
B,C,30166,30247,2918663116366510200
B,C,30166,30247,2462959334370531398
B,C,30126,30247,3233575278505673172
B,C,30169,30251,-1223390231696475211
B,C,30169,30253,2372060278062238968
B,C,30138,30253,3167197641515992528
B,C,30156,30253,2853922098990829027
B,C,30130,30253,-3791675662518054274
B,C,30158,30255,-2734880453659119983
B,C,30164,30255,-3487265056023958845
B,C,30244,30255,393580097974349702
B,C,30077,30255,536938928124218893
B,C,30121,30257,6839984658927740318
B,C,30173,30257,2184313022877821186
B,C,30156,30257,-957579951460518321
